product_id,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I237324,C112544,Female,56,Toys,1,35.84,Credit Card,21/08/2021,Forum Istanbul
I269825,C168912,Female,40,Food & Beverage,3,15.69,Cash,29/06/2021,Mall of Istanbul
I305024,C279747,Male,55,Clothing,4,1200.32,Credit Card,7/7/2021,Kanyon
I223568,C249401,Female,61,Toys,2,71.68,Credit Card,27/08/2022,Istinye Park
I194268,C128618,Female,35,Souvenir,5,58.65,Cash,26/02/2023,Metropol AVM
I155448,C182105,Female,37,Shoes,1,600.17,Cash,27/12/2021,Mall of Istanbul
I205336,C331127,Male,32,Cosmetics,1,40.66,Cash,1/2/2023,Istinye Park
I171351,C286564,Female,68,Souvenir,1,11.73,Debit Card,10/2/2022,Kanyon
I249223,C188064,Female,44,Clothing,2,600.16,Cash,31/01/2021,Mall of Istanbul
I258001,C293329,Female,61,Cosmetics,4,162.64,Credit Card,25/11/2021,Kanyon
I231029,C113739,Male,38,Clothing,4,1200.32,Cash,18/01/2023,Istinye Park
I163202,C836254,Female,66,Clothing,3,900.24,Credit Card,15/03/2021,Mall of Istanbul
I169427,C245894,Female,53,Clothing,5,1500.4,Cash,3/12/2022,Forum Istanbul
I737161,C144894,Female,21,Food & Beverage,4,20.92,Credit Card,24/04/2022,Mall of Istanbul
I225327,C190794,Male,61,Cosmetics,2,81.32,Cash,19/08/2022,Cevahir AVM
I159355,C142508,Female,32,Food & Beverage,4,20.92,Debit Card,28/11/2021,Metropol AVM
I280408,C135555,Female,46,Clothing,1,300.08,Cash,14/06/2021,Viaport Outlet
I323785,C501563,Male,25,Toys,2,71.68,Cash,8/1/2021,Kanyon
I257286,C152590,Female,49,Cosmetics,1,40.66,Credit Card,12/5/2021,Mall of Istanbul
I331405,C772839,Female,26,Clothing,3,900.24,Cash,2/11/2022,Kanyon
I306957,C623421,Female,40,Clothing,2,600.16,Credit Card,17/09/2022,Cevahir AVM
I147079,C222949,Female,20,Clothing,4,1200.32,Credit Card,1/5/2022,Metropol AVM
I829259,C133451,Female,38,Cosmetics,4,162.64,Cash,17/11/2022,Viaport Outlet
I296251,C195342,Female,63,Cosmetics,2,81.32,Cash,17/06/2022,Metrocity
I808238,C336400,Male,25,Shoes,2,1200.34,Credit Card,14/07/2022,Mall of Istanbul
I891465,C175833,Female,19,Clothing,1,300.08,Cash,21/07/2022,Metrocity
I563052,C246602,Female,53,Cosmetics,4,162.64,Cash,28/07/2021,Metrocity
I130443,C329003,Female,51,Shoes,1,600.17,Cash,8/6/2021,Istinye Park
I241690,C270340,Male,56,Souvenir,2,23.46,Credit Card,14/06/2022,Kanyon
I643231,C330141,Male,29,Toys,4,143.36,Cash,3/2/2021,Kanyon
I295337,C121707,Female,20,Shoes,4,2400.68,Debit Card,5/8/2022,Mall of Istanbul
I265980,C112452,Female,35,Books,1,15.15,Credit Card,1/4/2022,Forum Istanbul
I293153,C269710,Female,62,Food & Beverage,2,10.46,Cash,10/11/2022,Metropol AVM
I193148,C297610,Female,32,Clothing,4,1200.32,Cash,11/2/2023,Cevahir AVM
I318625,C319935,Male,48,Technology,5,5250,Cash,26/02/2023,Zorlu Center
I142245,C785507,Male,43,Cosmetics,3,121.98,Debit Card,1/12/2022,Zorlu Center
I205906,C217834,Female,57,Clothing,4,1200.32,Credit Card,4/2/2021,Kanyon
I277462,C709370,Male,33,Clothing,2,600.16,Cash,22/09/2021,Metrocity
I753100,C216369,Female,49,Food & Beverage,1,5.23,Cash,5/3/2021,Emaar Square Mall
I610847,C322689,Female,29,Clothing,4,1200.32,Cash,6/2/2023,Metrocity
I295181,C146203,Female,43,Food & Beverage,2,10.46,Credit Card,17/11/2022,Metrocity
I198308,C611809,Female,36,Food & Beverage,5,26.15,Credit Card,11/10/2021,Metrocity
I180570,C210236,Female,59,Shoes,5,3000.85,Cash,6/3/2021,Metrocity
I260475,C297118,Female,31,Clothing,5,1500.4,Credit Card,17/03/2022,Mall of Istanbul
I251024,C180586,Female,51,Food & Beverage,2,10.46,Debit Card,9/2/2021,Mall of Istanbul
I302151,C314705,Male,27,Technology,4,4200,Cash,15/03/2021,Kanyon
I145917,C272419,Female,62,Cosmetics,5,203.3,Credit Card,1/2/2023,Forum Istanbul
I254721,C282520,Male,44,Clothing,5,1500.4,Debit Card,27/09/2021,Kanyon
I103120,C319624,Female,18,Shoes,4,2400.68,Debit Card,20/02/2022,Mall of Istanbul
I173288,C264687,Female,52,Food & Beverage,5,26.15,Credit Card,25/01/2023,Metrocity
I279088,C140543,Male,60,Technology,3,3150,Credit Card,30/07/2021,Metrocity
I190414,C339391,Female,34,Food & Beverage,3,15.69,Debit Card,18/04/2021,Forum Istanbul
I613381,C285587,Male,47,Clothing,1,300.08,Cash,8/2/2021,Mall of Istanbul
I107697,C137134,Female,58,Toys,1,35.84,Cash,18/08/2022,Istinye Park
I193600,C103896,Female,51,Clothing,4,1200.32,Credit Card,10/9/2021,Istinye Park
I165090,C315479,Female,32,Clothing,3,900.24,Debit Card,27/07/2021,Forum Istanbul
I260728,C181912,Female,23,Toys,5,179.2,Credit Card,3/4/2021,Kanyon
I164219,C335107,Female,38,Toys,4,143.36,Cash,3/6/2021,Cevahir AVM
I318282,C121510,Male,63,Souvenir,2,23.46,Credit Card,12/1/2021,Metrocity
I212598,C477489,Female,50,Food & Beverage,3,15.69,Cash,7/1/2021,Forum Istanbul
I212833,C331382,Male,64,Cosmetics,2,81.32,Cash,29/04/2021,Metrocity
I326146,C554087,Male,51,Clothing,2,600.16,Cash,1/7/2021,Metropol AVM
I169684,C226252,Male,21,Food & Beverage,1,5.23,Debit Card,28/07/2021,Zorlu Center
I462436,C227695,Female,20,Cosmetics,3,121.98,Cash,9/9/2021,Cevahir AVM
I940151,C246136,Male,34,Food & Beverage,3,15.69,Credit Card,20/09/2021,Mall of Istanbul
I210603,C170928,Female,26,Cosmetics,4,162.64,Debit Card,16/07/2021,Istinye Park
I174942,C200317,Female,19,Clothing,3,900.24,Credit Card,23/01/2023,Kanyon
I163206,C192979,Female,47,Food & Beverage,3,15.69,Credit Card,26/06/2021,Mall of Istanbul
I266121,C198568,Male,47,Clothing,4,1200.32,Cash,5/1/2022,Kanyon
I454912,C251518,Female,56,Toys,2,71.68,Credit Card,4/12/2022,Metropol AVM
I831916,C215210,Male,42,Clothing,5,1500.4,Debit Card,24/09/2021,Mall of Istanbul
I180372,C271571,Male,49,Souvenir,5,58.65,Cash,13/09/2022,Forum Istanbul
I466698,C303444,Female,51,Shoes,3,1800.51,Debit Card,24/02/2023,Kanyon
I119678,C506925,Female,41,Technology,4,4200,Cash,4/3/2021,Emaar Square Mall
I296369,C294604,Male,27,Food & Beverage,1,5.23,Cash,24/02/2021,Kanyon
I133116,C190939,Female,61,Clothing,5,1500.4,Debit Card,2/12/2021,Kanyon
I165625,C129849,Female,38,Shoes,4,2400.68,Cash,30/10/2022,Mall of Istanbul
I333045,C235178,Male,42,Clothing,1,300.08,Credit Card,9/12/2022,Kanyon
I131869,C267843,Male,58,Food & Beverage,1,5.23,Debit Card,29/01/2023,Kanyon
I168101,C186861,Female,57,Souvenir,3,35.19,Cash,26/04/2022,Forum Istanbul
I713258,C219983,Male,23,Clothing,3,900.24,Cash,3/1/2021,Kanyon
I144171,C250033,Female,62,Clothing,1,300.08,Debit Card,20/04/2022,Kanyon
I191531,C506663,Male,31,Shoes,3,1800.51,Cash,20/12/2022,Metrocity
I165583,C235482,Female,54,Clothing,1,300.08,Credit Card,8/2/2023,Metrocity
I210803,C781893,Male,19,Clothing,4,1200.32,Credit Card,17/09/2022,Metrocity
I209258,C328444,Male,68,Cosmetics,5,203.3,Cash,7/7/2022,Metrocity
I169548,C307592,Male,44,Clothing,5,1500.4,Credit Card,15/09/2022,Mall of Istanbul
I140693,C541983,Female,44,Clothing,2,600.16,Credit Card,27/11/2022,Cevahir AVM
I172509,C283381,Female,29,Shoes,3,1800.51,Cash,26/12/2022,Mall of Istanbul
I301205,C301099,Female,67,Food & Beverage,4,20.92,Credit Card,16/09/2022,Kanyon
I338366,C246641,Female,28,Shoes,5,3000.85,Debit Card,1/3/2021,Viaport Outlet
I108742,C312617,Female,34,Clothing,5,1500.4,Credit Card,28/04/2021,Mall of Istanbul
I261374,C204164,Male,45,Toys,2,71.68,Debit Card,23/04/2021,Istinye Park
I860717,C259798,Female,55,Clothing,2,600.16,Debit Card,10/10/2021,Forum Istanbul
I295440,C215336,Female,69,Food & Beverage,2,10.46,Debit Card,10/4/2022,Mall of Istanbul
I273820,C339648,Male,30,Food & Beverage,4,20.92,Credit Card,2/12/2022,Cevahir AVM
I279919,C290275,Female,38,Clothing,2,600.16,Cash,27/08/2022,Istinye Park
I190006,C230120,Male,39,Cosmetics,1,40.66,Debit Card,13/09/2021,Metrocity
I156252,C478733,Female,63,Toys,4,143.36,Debit Card,15/09/2022,Viaport Outlet
I183583,C201255,Male,49,Cosmetics,1,40.66,Cash,11/6/2022,Forum Istanbul
I258930,C289918,Female,66,Shoes,4,2400.68,Credit Card,13/07/2021,Istinye Park
I651105,C937123,Female,68,Food & Beverage,1,5.23,Cash,14/12/2021,Mall of Istanbul
I135098,C322924,Male,18,Clothing,5,1500.4,Cash,9/9/2022,Kanyon
I187453,C690345,Female,42,Shoes,3,1800.51,Cash,29/01/2023,Metrocity
I176625,C247049,Female,54,Clothing,4,1200.32,Cash,5/7/2022,Metropol AVM
I289516,C280253,Male,43,Clothing,5,1500.4,Credit Card,4/11/2021,Zorlu Center
I188382,C169477,Male,54,Clothing,1,300.08,Cash,14/03/2021,Emaar Square Mall
I749173,C131819,Male,43,Shoes,4,2400.68,Credit Card,23/07/2022,Mall of Istanbul
I752413,C442324,Male,44,Clothing,3,900.24,Credit Card,13/10/2021,Mall of Istanbul
I254886,C114347,Male,36,Technology,2,2100,Debit Card,31/08/2021,Mall of Istanbul
I323478,C216456,Female,41,Food & Beverage,2,10.46,Cash,24/11/2022,Metrocity
I178637,C152833,Female,45,Clothing,1,300.08,Credit Card,4/5/2021,Emaar Square Mall
I840591,C171160,Female,41,Clothing,2,600.16,Cash,20/06/2021,Cevahir AVM
I251184,C259884,Male,58,Cosmetics,5,203.3,Credit Card,3/12/2021,Metrocity
I929854,C114606,Female,34,Shoes,1,600.17,Debit Card,4/1/2023,Metropol AVM
I274883,C216025,Female,67,Food & Beverage,1,5.23,Cash,1/3/2022,Viaport Outlet
I338411,C884264,Male,60,Books,5,75.75,Credit Card,17/01/2023,Mall of Istanbul
I301433,C697667,Female,31,Clothing,5,1500.4,Cash,1/7/2021,Istinye Park
I218234,C136585,Female,52,Toys,3,107.52,Cash,28/02/2023,Forum Istanbul
I716822,C146582,Male,25,Food & Beverage,5,26.15,Credit Card,5/6/2021,Mall of Istanbul
I174219,C129039,Female,22,Clothing,4,1200.32,Cash,13/12/2021,Kanyon
I278299,C183846,Female,34,Food & Beverage,3,15.69,Credit Card,14/03/2022,Metropol AVM
I267714,C297404,Male,30,Clothing,4,1200.32,Cash,20/03/2021,Kanyon
I670822,C127819,Female,25,Food & Beverage,2,10.46,Credit Card,5/9/2022,Kanyon
I339508,C127718,Female,48,Clothing,3,900.24,Cash,27/12/2022,Emaar Square Mall
I268823,C230543,Male,30,Clothing,1,300.08,Debit Card,8/2/2023,Istinye Park
I217906,C302358,Female,30,Clothing,3,900.24,Cash,27/06/2021,Kanyon
I846907,C105060,Female,36,Clothing,5,1500.4,Cash,16/10/2022,Istinye Park
I176751,C182606,Female,52,Shoes,5,3000.85,Credit Card,26/09/2021,Kanyon
I325587,C295864,Male,33,Food & Beverage,1,5.23,Cash,28/07/2021,Viaport Outlet
I112845,C323307,Male,69,Cosmetics,5,203.3,Cash,13/10/2021,Metrocity
I158003,C104350,Female,46,Clothing,2,600.16,Cash,20/02/2021,Metrocity
I276368,C282281,Female,65,Toys,4,143.36,Debit Card,25/05/2021,Kanyon
I206246,C506887,Male,27,Food & Beverage,5,26.15,Cash,4/12/2021,Kanyon
I195587,C528686,Female,42,Food & Beverage,2,10.46,Cash,18/02/2021,Kanyon
I213354,C157218,Female,56,Technology,5,5250,Credit Card,3/3/2021,Kanyon
I583185,C172691,Female,68,Cosmetics,5,203.3,Credit Card,25/08/2021,Metropol AVM
I236100,C330221,Male,64,Food & Beverage,3,15.69,Credit Card,18/09/2021,Mall of Istanbul
I298339,C336104,Male,59,Food & Beverage,1,5.23,Debit Card,12/6/2021,Mall of Istanbul
I280823,C807852,Female,68,Technology,3,3150,Credit Card,12/8/2022,Istinye Park
I863565,C128312,Male,25,Cosmetics,5,203.3,Cash,28/03/2021,Viaport Outlet
I243784,C150950,Female,40,Toys,5,179.2,Credit Card,14/03/2021,Kanyon
I810580,C305706,Female,18,Toys,1,35.84,Debit Card,10/1/2021,Kanyon
I297768,C310310,Male,56,Clothing,4,1200.32,Cash,6/11/2021,Istinye Park
I231514,C414958,Female,36,Shoes,1,600.17,Cash,21/12/2022,Emaar Square Mall
I200720,C296534,Female,30,Food & Beverage,1,5.23,Credit Card,21/04/2022,Emaar Square Mall
I171758,C234534,Female,52,Cosmetics,4,162.64,Debit Card,22/03/2022,Emaar Square Mall
I148039,C247694,Female,24,Technology,4,4200,Debit Card,13/05/2022,Kanyon
I943432,C141657,Female,30,Clothing,2,600.16,Cash,7/7/2021,Mall of Istanbul
I215019,C156233,Female,45,Cosmetics,5,203.3,Cash,22/06/2022,Kanyon
I204541,C354331,Male,29,Toys,4,143.36,Cash,5/7/2021,Kanyon
I528108,C131221,Male,24,Books,1,15.15,Debit Card,16/10/2022,Metropol AVM
I163618,C123445,Female,46,Clothing,2,600.16,Cash,1/8/2021,Emaar Square Mall
I255698,C207443,Female,65,Shoes,4,2400.68,Cash,28/10/2022,Metrocity
I328430,C137762,Female,26,Toys,1,35.84,Credit Card,29/10/2021,Viaport Outlet
I561353,C152904,Female,58,Toys,3,107.52,Cash,10/11/2022,Metrocity
I101472,C216194,Female,45,Clothing,4,1200.32,Cash,6/7/2021,Metrocity
I109605,C207415,Male,43,Cosmetics,3,121.98,Debit Card,27/10/2021,Mall of Istanbul
I143755,C621747,Female,25,Souvenir,4,46.92,Debit Card,16/06/2021,Metrocity
I335633,C621794,Female,53,Clothing,3,900.24,Credit Card,21/07/2022,Zorlu Center
I212054,C218289,Female,63,Clothing,1,300.08,Debit Card,24/06/2021,Mall of Istanbul
I142204,C235878,Female,37,Cosmetics,1,40.66,Credit Card,28/04/2021,Cevahir AVM
I310814,C251446,Female,68,Cosmetics,4,162.64,Debit Card,17/03/2021,Mall of Istanbul
I202865,C708005,Female,67,Books,5,75.75,Cash,31/03/2021,Mall of Istanbul
I128008,C323349,Female,29,Clothing,5,1500.4,Cash,13/07/2021,Mall of Istanbul
I244711,C180375,Female,55,Clothing,4,1200.32,Cash,21/11/2021,Mall of Istanbul
I202868,C254007,Male,30,Clothing,2,600.16,Debit Card,27/02/2022,Kanyon
I229755,C908169,Female,57,Toys,5,179.2,Cash,22/11/2021,Istinye Park
I551504,C587022,Male,33,Shoes,1,600.17,Debit Card,30/03/2022,Zorlu Center
I357584,C485257,Female,54,Clothing,3,900.24,Cash,13/05/2022,Kanyon
I572568,C196813,Female,66,Shoes,4,2400.68,Credit Card,2/12/2022,Mall of Istanbul
I834928,C242182,Male,56,Clothing,5,1500.4,Debit Card,10/8/2022,Emaar Square Mall
I301887,C331182,Male,30,Technology,4,4200,Credit Card,13/04/2021,Zorlu Center
I722991,C206713,Female,19,Clothing,5,1500.4,Cash,12/3/2022,Zorlu Center
I121934,C376889,Female,22,Technology,1,1050,Cash,7/10/2022,Metrocity
I161868,C333202,Male,29,Food & Beverage,5,26.15,Debit Card,17/03/2021,Emaar Square Mall
I227368,C147456,Male,44,Clothing,2,600.16,Cash,10/8/2022,Mall of Istanbul
I283492,C221830,Female,38,Toys,1,35.84,Credit Card,28/09/2021,Emaar Square Mall
I236127,C634747,Female,32,Clothing,3,900.24,Cash,12/10/2021,Cevahir AVM
I259412,C108986,Female,58,Toys,4,143.36,Credit Card,29/03/2021,Viaport Outlet
I155577,C205202,Female,55,Cosmetics,4,162.64,Cash,21/05/2021,Emaar Square Mall
I311797,C160680,Female,64,Food & Beverage,2,10.46,Credit Card,31/03/2022,Metropol AVM
I242848,C805973,Female,45,Clothing,3,900.24,Credit Card,27/03/2021,Istinye Park
I448498,C246456,Female,65,Clothing,1,300.08,Credit Card,23/07/2022,Kanyon
I310335,C293191,Female,54,Clothing,4,1200.32,Debit Card,8/3/2022,Metrocity
I925190,C248510,Male,58,Clothing,5,1500.4,Cash,4/2/2021,Metrocity
I777286,C102849,Female,40,Cosmetics,2,81.32,Debit Card,24/01/2021,Emaar Square Mall
I126253,C732384,Male,24,Clothing,5,1500.4,Debit Card,2/2/2021,Metrocity
I287899,C121299,Female,60,Clothing,5,1500.4,Debit Card,16/05/2022,Kanyon
I170920,C103741,Female,60,Food & Beverage,3,15.69,Cash,17/12/2021,Metrocity
I270096,C660491,Male,66,Food & Beverage,2,10.46,Credit Card,3/5/2022,Metropol AVM
I557757,C323696,Male,59,Food & Beverage,1,5.23,Cash,27/08/2021,Kanyon
I377607,C274788,Male,69,Souvenir,5,58.65,Credit Card,11/1/2022,Metrocity
I256639,C158968,Female,47,Cosmetics,4,162.64,Credit Card,5/3/2023,Kanyon
I322886,C289495,Male,39,Technology,3,3150,Cash,7/1/2022,Istinye Park
I248770,C646756,Female,54,Clothing,1,300.08,Cash,19/08/2022,Kanyon
I128121,C193824,Female,67,Technology,4,4200,Cash,17/01/2022,Metrocity
I326712,C226996,Male,30,Clothing,2,600.16,Cash,5/5/2021,Metropol AVM
I159865,C276008,Female,27,Toys,3,107.52,Credit Card,4/1/2022,Mall of Istanbul
I234223,C282899,Female,52,Cosmetics,4,162.64,Cash,26/10/2021,Metropol AVM
I616042,C323659,Female,57,Food & Beverage,3,15.69,Cash,17/06/2022,Kanyon
I148642,C158270,Male,52,Clothing,1,300.08,Credit Card,20/04/2021,Mall of Istanbul
I103072,C170969,Male,20,Cosmetics,4,162.64,Cash,4/4/2022,Forum Istanbul
I497958,C170219,Female,52,Souvenir,5,58.65,Credit Card,25/02/2022,Mall of Istanbul
I236668,C111026,Female,67,Food & Beverage,3,15.69,Debit Card,6/5/2021,Viaport Outlet
I836239,C760307,Female,20,Cosmetics,4,162.64,Cash,13/11/2021,Kanyon
I249682,C183888,Female,64,Clothing,3,900.24,Cash,3/8/2022,Metropol AVM
I140825,C144823,Female,20,Cosmetics,2,81.32,Debit Card,4/2/2023,Kanyon
I742965,C211277,Female,60,Toys,3,107.52,Cash,27/08/2022,Zorlu Center
I291579,C204782,Female,36,Clothing,1,300.08,Credit Card,31/10/2022,Mall of Istanbul
I196493,C184882,Female,29,Shoes,4,2400.68,Credit Card,27/03/2022,Kanyon
I185316,C228532,Female,45,Souvenir,1,11.73,Cash,30/05/2022,Zorlu Center
I212235,C315826,Female,18,Food & Beverage,1,5.23,Cash,20/01/2021,Cevahir AVM
I219127,C339071,Female,54,Books,1,15.15,Debit Card,23/12/2022,Kanyon
I971862,C219304,Male,45,Clothing,3,900.24,Cash,6/11/2022,Kanyon
I108180,C192474,Female,59,Food & Beverage,1,5.23,Cash,21/10/2022,Kanyon
I321337,C398415,Female,49,Clothing,2,600.16,Cash,23/11/2021,Kanyon
I274610,C391672,Male,61,Souvenir,3,35.19,Cash,15/01/2022,Metrocity
I678477,C275887,Female,28,Food & Beverage,3,15.69,Credit Card,6/6/2022,Cevahir AVM
I326054,C198086,Female,36,Books,3,45.45,Cash,2/9/2021,Metrocity
I284282,C822515,Female,69,Clothing,2,600.16,Cash,10/7/2022,Mall of Istanbul
I256046,C871318,Female,27,Food & Beverage,3,15.69,Cash,14/04/2022,Mall of Istanbul
I486233,C199664,Female,30,Clothing,3,900.24,Credit Card,14/03/2022,Metrocity
I237899,C820137,Male,67,Cosmetics,4,162.64,Debit Card,1/5/2021,Zorlu Center
I102481,C521673,Male,66,Shoes,4,2400.68,Credit Card,22/04/2022,Kanyon
I198156,C149637,Female,52,Food & Beverage,4,20.92,Cash,26/02/2023,Metropol AVM
I411189,C743273,Male,69,Food & Beverage,3,15.69,Credit Card,8/2/2021,Metrocity
I528396,C130273,Female,63,Clothing,1,300.08,Debit Card,21/11/2022,Metropol AVM
I225178,C240389,Female,20,Clothing,5,1500.4,Credit Card,10/2/2021,Kanyon
I103131,C470346,Female,23,Toys,4,143.36,Cash,22/03/2022,Metrocity
I179619,C423734,Male,47,Toys,3,107.52,Cash,11/10/2022,Metrocity
I229909,C139077,Male,43,Clothing,5,1500.4,Cash,10/5/2022,Viaport Outlet
I472142,C842431,Male,55,Shoes,1,600.17,Cash,4/8/2021,Cevahir AVM
I184289,C102301,Male,25,Toys,2,71.68,Credit Card,18/09/2022,Metrocity
I340111,C222159,Female,62,Shoes,4,2400.68,Cash,1/4/2022,Mall of Istanbul
I244311,C204727,Female,23,Cosmetics,1,40.66,Cash,11/3/2022,Metrocity
I208028,C325158,Female,48,Technology,5,5250,Credit Card,3/3/2022,Cevahir AVM
I201268,C649525,Male,64,Souvenir,1,11.73,Cash,31/05/2022,Kanyon
I406982,C283221,Female,50,Clothing,2,600.16,Credit Card,23/01/2021,Mall of Istanbul
I259335,C153509,Female,42,Cosmetics,2,81.32,Cash,17/02/2022,Metrocity
I278596,C290548,Male,43,Clothing,3,900.24,Cash,12/5/2021,Mall of Istanbul
I156920,C133134,Female,25,Clothing,3,900.24,Credit Card,26/06/2022,Mall of Istanbul
I189797,C245539,Male,66,Clothing,3,900.24,Debit Card,22/10/2021,Metropol AVM
I283099,C110711,Female,41,Food & Beverage,1,5.23,Cash,12/12/2021,Kanyon
I108662,C141093,Female,37,Cosmetics,3,121.98,Cash,16/09/2021,Metropol AVM
I443008,C299644,Female,43,Clothing,3,900.24,Credit Card,30/08/2021,Metropol AVM
I756144,C141285,Female,19,Clothing,2,600.16,Credit Card,29/11/2021,Kanyon
I148225,C120095,Female,64,Technology,4,4200,Credit Card,7/6/2021,Mall of Istanbul
I187159,C130462,Female,39,Shoes,5,3000.85,Debit Card,18/09/2021,Forum Istanbul
I265543,C116092,Female,21,Cosmetics,2,81.32,Credit Card,3/10/2022,Mall of Istanbul
I169324,C152098,Male,51,Food & Beverage,3,15.69,Cash,14/03/2022,Emaar Square Mall
I186033,C766767,Male,67,Books,5,75.75,Cash,12/1/2023,Kanyon
I307337,C322195,Male,54,Shoes,3,1800.51,Debit Card,25/02/2023,Metropol AVM
I988233,C114713,Female,21,Food & Beverage,2,10.46,Cash,1/11/2021,Forum Istanbul
I713320,C189364,Male,29,Technology,1,1050,Debit Card,23/11/2021,Zorlu Center
I187305,C150584,Female,32,Shoes,3,1800.51,Debit Card,12/3/2022,Kanyon
I193430,C275695,Female,55,Clothing,4,1200.32,Credit Card,12/5/2021,Metrocity
I202249,C614595,Male,24,Souvenir,4,46.92,Cash,30/10/2022,Istinye Park
I910927,C300832,Male,37,Clothing,3,900.24,Credit Card,16/01/2023,Kanyon
I602106,C241238,Female,53,Shoes,5,3000.85,Credit Card,26/08/2022,Istinye Park
I289972,C182162,Female,43,Food & Beverage,5,26.15,Debit Card,26/11/2022,Istinye Park
I109018,C328169,Female,39,Toys,3,107.52,Credit Card,9/7/2021,Metropol AVM
I333269,C121380,Female,37,Shoes,3,1800.51,Debit Card,26/05/2021,Viaport Outlet
I586154,C788630,Female,58,Food & Beverage,1,5.23,Cash,14/12/2021,Istinye Park
I264725,C143781,Male,28,Toys,1,35.84,Credit Card,15/07/2022,Mall of Istanbul
I291281,C285797,Male,45,Technology,1,1050,Credit Card,14/04/2022,Metropol AVM
I144506,C174330,Female,21,Clothing,4,1200.32,Cash,16/01/2021,Istinye Park
I205315,C430942,Female,39,Cosmetics,5,203.3,Cash,3/6/2022,Zorlu Center
I211823,C270543,Male,23,Clothing,5,1500.4,Debit Card,16/03/2021,Zorlu Center
I160370,C102275,Male,41,Clothing,1,300.08,Credit Card,7/2/2022,Metrocity
I526871,C841591,Female,26,Food & Beverage,2,10.46,Credit Card,12/4/2021,Metropol AVM
I275001,C162681,Male,51,Toys,4,143.36,Debit Card,4/5/2022,Cevahir AVM
I129187,C716629,Male,49,Cosmetics,2,81.32,Cash,6/8/2022,Forum Istanbul
I292336,C512978,Male,45,Clothing,4,1200.32,Cash,9/5/2022,Forum Istanbul
I122881,C289069,Male,33,Cosmetics,5,203.3,Cash,22/05/2021,Forum Istanbul
I240283,C812425,Female,53,Shoes,4,2400.68,Cash,10/1/2023,Metropol AVM
I204229,C200576,Female,32,Cosmetics,1,40.66,Credit Card,25/04/2022,Cevahir AVM
I110467,C155221,Male,40,Clothing,1,300.08,Cash,8/10/2022,Mall of Istanbul
I316054,C251062,Male,60,Clothing,5,1500.4,Debit Card,13/10/2022,Kanyon
I203525,C335061,Female,37,Clothing,1,300.08,Cash,8/9/2022,Metropol AVM
I186437,C283983,Female,56,Technology,5,5250,Debit Card,5/12/2022,Kanyon
I136489,C315999,Female,55,Clothing,2,600.16,Credit Card,13/03/2022,Metropol AVM
I125636,C987230,Male,68,Books,1,15.15,Debit Card,16/05/2021,Kanyon
I310984,C921649,Female,54,Cosmetics,2,81.32,Credit Card,26/12/2021,Metrocity
I329288,C327823,Female,56,Food & Beverage,3,15.69,Credit Card,12/5/2022,Mall of Istanbul
I278935,C203598,Male,27,Toys,2,71.68,Cash,14/12/2022,Cevahir AVM
I243503,C224753,Female,41,Toys,1,35.84,Debit Card,18/09/2021,Kanyon
I214040,C270797,Male,59,Shoes,4,2400.68,Credit Card,16/11/2022,Istinye Park
I135338,C249974,Male,62,Clothing,1,300.08,Credit Card,19/10/2022,Viaport Outlet
I103926,C132495,Male,32,Cosmetics,2,81.32,Credit Card,17/08/2022,Emaar Square Mall
I200763,C304747,Male,47,Cosmetics,2,81.32,Debit Card,23/12/2021,Kanyon
I210726,C266724,Female,42,Technology,5,5250,Cash,16/11/2021,Cevahir AVM
I140666,C494615,Male,33,Food & Beverage,3,15.69,Cash,2/8/2021,Metrocity
I328455,C252265,Male,66,Technology,5,5250,Credit Card,17/02/2021,Mall of Istanbul
I289097,C319806,Female,55,Cosmetics,5,203.3,Cash,6/5/2021,Mall of Istanbul
I173201,C219548,Female,24,Food & Beverage,4,20.92,Credit Card,3/10/2022,Emaar Square Mall
I203880,C184052,Female,64,Toys,5,179.2,Debit Card,15/06/2021,Mall of Istanbul
I695490,C206253,Female,27,Shoes,5,3000.85,Debit Card,14/02/2021,Metrocity
I788206,C249725,Female,62,Cosmetics,2,81.32,Credit Card,21/02/2023,Istinye Park
I935474,C224881,Female,68,Cosmetics,2,81.32,Debit Card,3/9/2022,Metropol AVM
I308383,C321914,Female,62,Cosmetics,3,121.98,Credit Card,20/09/2021,Kanyon
I335039,C209245,Male,36,Souvenir,1,11.73,Cash,9/5/2022,Istinye Park
I375865,C130895,Male,64,Clothing,3,900.24,Credit Card,30/05/2022,Kanyon
I300065,C207573,Male,22,Technology,4,4200,Cash,12/3/2022,Viaport Outlet
I123471,C257469,Female,26,Food & Beverage,5,26.15,Debit Card,25/03/2022,Kanyon
I259780,C795627,Female,37,Clothing,5,1500.4,Cash,27/09/2021,Istinye Park
I276581,C194674,Female,47,Cosmetics,1,40.66,Credit Card,14/11/2021,Istinye Park
I187144,C774214,Female,40,Toys,1,35.84,Credit Card,29/05/2022,Metropol AVM
I200005,C120804,Female,58,Food & Beverage,1,5.23,Debit Card,9/3/2021,Kanyon
I246910,C156004,Male,32,Books,2,30.3,Cash,12/2/2022,Istinye Park
I274783,C596756,Female,36,Clothing,1,300.08,Credit Card,7/3/2022,Metrocity
I258186,C251433,Female,56,Toys,4,143.36,Debit Card,5/2/2021,Metrocity
